uid	similarity	catnum	ti_uid	gene	indication_mesh_id	indication_mesh_term	hcat	acat	ccat	hcatnum	acatnum	ccatnum	succ_p_1	succ_1_2	succ_2_3	succ_3_a	orphan	year_launch	arow	assoc_mesh_id	assoc_mesh_term	assoc_source	assoc_info	original_trait	original_link	assoc_year	pic_qtl_pval	pic_h4	af_gnomad_nfe	l2g_share	l2g_rank	cat	assoc_share	assoc_rank	source_name	abs_beta	abs_or	highest_phase_with_known_outcome	areas	genetic_insight	target_status	phase
DHFR-D015179	0.197	2	DHFR-D015179	DHFR	D015179	Colorectal Neoplasms	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	136378	D000749	Anemia, Megaloblastic	OMIM	NA	Megaloblastic anemia due to dihydrofolate reductase deficiency, 613839 (3), Autosomal recessive	https://omim.org/entry/126060	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	OMIM	NA	NA	1	oncology	both	unsupported target	I
DHFR-D015212	0.194	3	DHFR-D015212	DHFR	D015212	Inflammatory Bowel Diseases	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	136378	D000749	Anemia, Megaloblastic	OMIM	NA	Megaloblastic anemia due to dihydrofolate reductase deficiency, 613839 (3), Autosomal recessive	https://omim.org/entry/126060	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	digestive	both	unsupported target	II
DHFR-D015470	0.191	3	DHFR-D015470	DHFR	D015470	Leukemia, Myeloid, Acute	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	136378	D000749	Anemia, Megaloblastic	OMIM	NA	Megaloblastic anemia due to dihydrofolate reductase deficiency, 613839 (3), Autosomal recessive	https://omim.org/entry/126060	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	both	unsupported target	II
DHFR-D015477	0.375	3	DHFR-D015477	DHFR	D015477	Leukemia, Myelomonocytic, Chronic	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	136378	D000749	Anemia, Megaloblastic	OMIM	NA	Megaloblastic anemia due to dihydrofolate reductase deficiency, 613839 (3), Autosomal recessive	https://omim.org/entry/126060	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	both	unsupported target	II
DHFR-D015535	0.181	5	DHFR-D015535	DHFR	D015535	Arthritis, Psoriatic	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	NA	136378	D000749	Anemia, Megaloblastic	OMIM	NA	Megaloblastic anemia due to dihydrofolate reductase deficiency, 613839 (3), Autosomal recessive	https://omim.org/entry/126060	NA	NA	NA	NA	NA	NA	Launched	NA	NA	OMIM	NA	NA	3	musculoskeletal, dermatology	both	unsupported target	Launched
DHFR-D016393	0.39	3	DHFR-D016393	DHFR	D016393	Lymphoma, B-Cell	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	136378	D000749	Anemia, Megaloblastic	OMIM	NA	Megaloblastic anemia due to dihydrofolate reductase deficiency, 613839 (3), Autosomal recessive	https://omim.org/entry/126060	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	both	unsupported target	II
DHFR-D016399	0.383	3	DHFR-D016399	DHFR	D016399	Lymphoma, T-Cell	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	136378	D000749	Anemia, Megaloblastic	OMIM	NA	Megaloblastic anemia due to dihydrofolate reductase deficiency, 613839 (3), Autosomal recessive	https://omim.org/entry/126060	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	both	unsupported target	II
DHFR-D016410	0.382	3	DHFR-D016410	DHFR	D016410	Lymphoma, T-Cell, Cutaneous	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	136378	D000749	Anemia, Megaloblastic	OMIM	NA	Megaloblastic anemia due to dihydrofolate reductase deficiency, 613839 (3), Autosomal recessive	https://omim.org/entry/126060	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	both	unsupported target	II
DHFR-D016411	0.355	5	DHFR-D016411	DHFR	D016411	Lymphoma, T-Cell, Peripheral	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	NA	136378	D000749	Anemia, Megaloblastic	OMIM	NA	Megaloblastic anemia due to dihydrofolate reductase deficiency, 613839 (3), Autosomal recessive	https://omim.org/entry/126060	NA	NA	NA	NA	NA	NA	Launched	NA	NA	OMIM	NA	NA	3	oncology	omim/tcga	unsupported target	Launched
DHFR-D054198	0.375	5	DHFR-D054198	DHFR	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	2017	136378	D000749	Anemia, Megaloblastic	OMIM	NA	Megaloblastic anemia due to dihydrofolate reductase deficiency, 613839 (3), Autosomal recessive	https://omim.org/entry/126060	NA	NA	NA	NA	NA	NA	Launched	NA	NA	OMIM	NA	NA	3	oncology	both	unsupported target	Launched
DHODH-D000086382	0	4	DHODH-D000086382	DHODH	D000086382	COVID-19	NA	Phase III	Phase III	NA	5	4	TRUE	TRUE	TRUE	NA	TRUE	NA	136468	D000015	Abnormalities, Multiple	OMIM	NA	Miller syndrome, 263750 (3), Autosomal recessive	https://omim.org/entry/126064	NA	NA	NA	NA	NA	NA	Phase III	NA	NA	OMIM	NA	NA	2	infection, respiratory	gwas	unsupported target	III
DHODH-D001172	0.259	2	DHODH-D001172	DHODH	D001172	Arthritis, Rheumatoid	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	TRUE	NA	136468	D000015	Abnormalities, Multiple	OMIM	NA	Miller syndrome, 263750 (3), Autosomal recessive	https://omim.org/entry/126064	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	OMIM	NA	NA	1	musculoskeletal, dermatology, immune	gwas	unsupported target	I
DHODH-D001228	0.232	4	DHODH-D001228	DHODH	D001228	Aspergillosis	NA	Phase III	Phase III	NA	5	4	TRUE	TRUE	TRUE	NA	TRUE	NA	136468	D000015	Abnormalities, Multiple	OMIM	NA	Miller syndrome, 263750 (3), Autosomal recessive	https://omim.org/entry/126064	NA	NA	NA	NA	NA	NA	Phase III	NA	NA	OMIM	NA	NA	2	infection	gwas	unsupported target	III
DHODH-D001943	0.249	2	DHODH-D001943	DHODH	D001943	Breast Neoplasms	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	136468	D000015	Abnormalities, Multiple	OMIM	NA	Miller syndrome, 263750 (3), Autosomal recessive	https://omim.org/entry/126064	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	OMIM	NA	NA	1	oncology	both	unsupported target	I
DHODH-D003093	0.233	3	DHODH-D003093	DHODH	D003093	Colitis, Ulcerative	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	136468	D000015	Abnormalities, Multiple	OMIM	NA	Miller syndrome, 263750 (3), Autosomal recessive	https://omim.org/entry/126064	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	digestive	both	unsupported target	II
DHODH-D003424	0.24	3	DHODH-D003424	DHODH	D003424	Crohn Disease	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	136468	D000015	Abnormalities, Multiple	OMIM	NA	Miller syndrome, 263750 (3), Autosomal recessive	https://omim.org/entry/126064	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	digestive	both	unsupported target	II
DHODH-D003876	0.378	4	DHODH-D003876	DHODH	D003876	Dermatitis, Atopic	Phase III	NA	Phase III	4	NA	4	TRUE	TRUE	TRUE	FALSE	FALSE	NA	136468	D000015	Abnormalities, Multiple	OMIM	NA	Miller syndrome, 263750 (3), Autosomal recessive	https://omim.org/entry/126064	NA	NA	NA	NA	NA	NA	Phase III	NA	NA	OMIM	NA	NA	3	congenital, dermatology, immune	gwas	unsupported target	III
DHODH-D006086	0.232	2	DHODH-D006086	DHODH	D006086	Graft vs Host Disease	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	136468	D000015	Abnormalities, Multiple	OMIM	NA	Miller syndrome, 263750 (3), Autosomal recessive	https://omim.org/entry/126064	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	OMIM	NA	NA	1	immune	gwas	unsupported target	I
DHODH-D008223	0.271	2	DHODH-D008223	DHODH	D008223	Lymphoma	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	136468	D000015	Abnormalities, Multiple	OMIM	NA	Miller syndrome, 263750 (3), Autosomal recessive	https://omim.org/entry/126064	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	OMIM	NA	NA	1	oncology	gwas	unsupported target	I
DHODH-D009103	0.261	2	DHODH-D009103	DHODH	D009103	Multiple Sclerosis	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	TRUE	NA	136468	D000015	Abnormalities, Multiple	OMIM	NA	Miller syndrome, 263750 (3), Autosomal recessive	https://omim.org/entry/126064	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	OMIM	NA	NA	1	neurology, immune	both	unsupported target	I
DHODH-D009369	0.333	2	DHODH-D009369	DHODH	D009369	Neoplasms	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	TRUE	NA	136468	D000015	Abnormalities, Multiple	OMIM	NA	Miller syndrome, 263750 (3), Autosomal recessive	https://omim.org/entry/126064	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	OMIM	NA	NA	1	oncology	gwas	unsupported target	I
DHODH-D014605	0.246	3	DHODH-D014605	DHODH	D014605	Uveitis	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	136468	D000015	Abnormalities, Multiple	OMIM	NA	Miller syndrome, 263750 (3), Autosomal recessive	https://omim.org/entry/126064	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	ophthalmology	gwas	unsupported target	II
DHODH-D015209	0.219	3	DHODH-D015209	DHODH	D015209	Cholangitis, Sclerosing	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	136468	D000015	Abnormalities, Multiple	OMIM	NA	Miller syndrome, 263750 (3), Autosomal recessive	https://omim.org/entry/126064	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	digestive	both	unsupported target	II
DHODH-D015352	0.233	3	DHODH-D015352	DHODH	D015352	Dry Eye Syndromes	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	136468	D000015	Abnormalities, Multiple	OMIM	NA	Miller syndrome, 263750 (3), Autosomal recessive	https://omim.org/entry/126064	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	ophthalmology	both	unsupported target	II
DHODH-D015470	0.24	3	DHODH-D015470	DHODH	D015470	Leukemia, Myeloid, Acute	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	136468	D000015	Abnormalities, Multiple	OMIM	NA	Miller syndrome, 263750 (3), Autosomal recessive	https://omim.org/entry/126064	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	oncology	both	unsupported target	II
DHODH-D015477	0.21	2	DHODH-D015477	DHODH	D015477	Leukemia, Myelomonocytic, Chronic	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	136468	D000015	Abnormalities, Multiple	OMIM	NA	Miller syndrome, 263750 (3), Autosomal recessive	https://omim.org/entry/126064	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	OMIM	NA	NA	1	oncology	both	unsupported target	I
DHODH-D017253	0.507	3	DHODH-D017253	DHODH	D017253	Neurofibromatoses	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	136468	D000015	Abnormalities, Multiple	OMIM	NA	Miller syndrome, 263750 (3), Autosomal recessive	https://omim.org/entry/126064	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	omim/tcga	unsupported target	II
DIABLO-D001943	0.203	3	DIABLO-D001943	DIABLO	D001943	Breast Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	136993	D003638	Deafness	OMIM	NA	Deafness, autosomal dominant 64, 614152 (3), Autosomal dominant	https://omim.org/entry/605219	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	both	unsupported target	II
DIABLO-D006258	0.205	4	DIABLO-D006258	DIABLO	D006258	Head and Neck Neoplasms	NA	Phase III	Phase III	NA	5	4	TRUE	TRUE	TRUE	NA	FALSE	NA	136993	D003638	Deafness	OMIM	NA	Deafness, autosomal dominant 64, 614152 (3), Autosomal dominant	https://omim.org/entry/605219	NA	NA	NA	NA	NA	NA	Phase III	NA	NA	OMIM	NA	NA	2	oncology	both	unsupported target	III
DIABLO-D007938	0.212	3	DIABLO-D007938	DIABLO	D007938	Leukemia	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	136993	D003638	Deafness	OMIM	NA	Deafness, autosomal dominant 64, 614152 (3), Autosomal dominant	https://omim.org/entry/605219	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	omim/tcga	unsupported target	II
DIABLO-D008545	0.204	2	DIABLO-D008545	DIABLO	D008545	Melanoma	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	136993	D003638	Deafness	OMIM	NA	Deafness, autosomal dominant 64, 614152 (3), Autosomal dominant	https://omim.org/entry/605219	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	OMIM	NA	NA	1	oncology	both	unsupported target	I
DIABLO-D009101	0.199	3	DIABLO-D009101	DIABLO	D009101	Multiple Myeloma	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	136993	D003638	Deafness	OMIM	NA	Deafness, autosomal dominant 64, 614152 (3), Autosomal dominant	https://omim.org/entry/605219	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	gwas	unsupported target	II
DIABLO-D009369	0.238	3	DIABLO-D009369	DIABLO	D009369	Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	136993	D003638	Deafness	OMIM	NA	Deafness, autosomal dominant 64, 614152 (3), Autosomal dominant	https://omim.org/entry/605219	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	oncology	gwas	unsupported target	II
DIABLO-D010051	0.197	3	DIABLO-D010051	DIABLO	D010051	Ovarian Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	136993	D003638	Deafness	OMIM	NA	Deafness, autosomal dominant 64, 614152 (3), Autosomal dominant	https://omim.org/entry/605219	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	gwas	unsupported target	II
DIABLO-D011087	0.197	3	DIABLO-D011087	DIABLO	D011087	Polycythemia Vera	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	136993	D003638	Deafness	OMIM	NA	Deafness, autosomal dominant 64, 614152 (3), Autosomal dominant	https://omim.org/entry/605219	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	both	unsupported target	II
DIABLO-D011471	0.197	2	DIABLO-D011471	DIABLO	D011471	Prostatic Neoplasms	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	136993	D003638	Deafness	OMIM	NA	Deafness, autosomal dominant 64, 614152 (3), Autosomal dominant	https://omim.org/entry/605219	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	OMIM	NA	NA	1	oncology	both	unsupported target	I
DIABLO-D013922	0.189	3	DIABLO-D013922	DIABLO	D013922	Thrombocytosis	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	136993	D003638	Deafness	OMIM	NA	Deafness, autosomal dominant 64, 614152 (3), Autosomal dominant	https://omim.org/entry/605219	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	hematology	both	unsupported target	II
DIABLO-D015470	0.198	2	DIABLO-D015470	DIABLO	D015470	Leukemia, Myeloid, Acute	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	136993	D003638	Deafness	OMIM	NA	Deafness, autosomal dominant 64, 614152 (3), Autosomal dominant	https://omim.org/entry/605219	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	OMIM	NA	NA	1	oncology	both	unsupported target	I
DIABLO-D055728	0.189	3	DIABLO-D055728	DIABLO	D055728	Primary Myelofibrosis	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	136993	D003638	Deafness	OMIM	NA	Deafness, autosomal dominant 64, 614152 (3), Autosomal dominant	https://omim.org/entry/605219	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	hematology	both	unsupported target	II
DIABLO-D055752	0.191	3	DIABLO-D055752	DIABLO	D055752	Small Cell Lung Carcinoma	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	136993	D003638	Deafness	OMIM	NA	Deafness, autosomal dominant 64, 614152 (3), Autosomal dominant	https://omim.org/entry/605219	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	both	unsupported target	II
DKK1-D001650	0.203	3	DKK1-D001650	DKK1	D001650	Bile Duct Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	137880	D014376	Tuberculosis	OTG	NA	Tuberculosis (SNP x SNP interaction)	https://genetics.opentargets.org/study/GCST007232	2019	NA	NA	0.241217798594848	0.78	1	Phase II	0.78	1	GWAS	NA	NA	1	oncology	both	unsupported target	II
DKK1-D001847	0.235	3	DKK1-D001847	DKK1	D001847	Bone Diseases	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	137880	D014376	Tuberculosis	OTG	NA	Tuberculosis (SNP x SNP interaction)	https://genetics.opentargets.org/study/GCST007232	2019	NA	NA	0.241217798594848	0.78	1	Phase II	0.78	1	GWAS	NA	NA	2	musculoskeletal	both	unsupported target	II
DKK1-D002289	0.208	2	DKK1-D002289	DKK1	D002289	Carcinoma, Non-Small-Cell Lung	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	TRUE	NA	137880	D014376	Tuberculosis	OTG	NA	Tuberculosis (SNP x SNP interaction)	https://genetics.opentargets.org/study/GCST007232	2019	NA	NA	0.241217798594848	0.78	1	Phase I	0.78	1	GWAS	NA	NA	1	oncology	both	unsupported target	I
DKK1-D004938	0.208	3	DKK1-D004938	DKK1	D004938	Esophageal Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	137878	D012877	Skin Manifestations	OTG	NA	Chin dimples	https://genetics.opentargets.org/study/GCST003989	2016	NA	NA	0.229255940786911	0.77	1	Phase II	0.77	1	GWAS	NA	NA	1	oncology	both	unsupported target	II
DKK1-D008113	0.216	3	DKK1-D008113	DKK1	D008113	Liver Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	137880	D014376	Tuberculosis	OTG	NA	Tuberculosis (SNP x SNP interaction)	https://genetics.opentargets.org/study/GCST007232	2019	NA	NA	0.241217798594848	0.78	1	Phase II	0.78	1	GWAS	NA	NA	1	oncology	gwas	unsupported target	II
DKK1-D010051	0.212	3	DKK1-D010051	DKK1	D010051	Ovarian Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	137880	D014376	Tuberculosis	OTG	NA	Tuberculosis (SNP x SNP interaction)	https://genetics.opentargets.org/study/GCST007232	2019	NA	NA	0.241217798594848	0.78	1	Phase II	0.78	1	GWAS	NA	NA	1	oncology	gwas	unsupported target	II
DKK1-D011471	0.212	3	DKK1-D011471	DKK1	D011471	Prostatic Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	137878	D012877	Skin Manifestations	OTG	NA	Chin dimples	https://genetics.opentargets.org/study/GCST003989	2016	NA	NA	0.229255940786911	0.77	1	Phase II	0.77	1	GWAS	NA	NA	1	oncology	both	unsupported target	II
DKK1-D013274	0.212	3	DKK1-D013274	DKK1	D013274	Stomach Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	137880	D014376	Tuberculosis	OTG	NA	Tuberculosis (SNP x SNP interaction)	https://genetics.opentargets.org/study/GCST007232	2019	NA	NA	0.241217798594848	0.78	1	Phase II	0.78	1	GWAS	NA	NA	1	oncology	both	unsupported target	II
DKK1-D016889	0.205	3	DKK1-D016889	DKK1	D016889	Endometrial Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	137880	D014376	Tuberculosis	OTG	NA	Tuberculosis (SNP x SNP interaction)	https://genetics.opentargets.org/study/GCST007232	2019	NA	NA	0.241217798594848	0.78	1	Phase II	0.78	1	GWAS	NA	NA	1	oncology	gwas	unsupported target	II
DKK3-D008113	0.671	2	DKK3-D008113	DKK3	D008113	Liver Neoplasms	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	TRUE	NA	137950	D008107	Liver Diseases	OTG	NA	Gamma glutamyl transferase levels	https://genetics.opentargets.org/study/GCST90025966	2021	NA	NA	0.323204778600182	0.52	1	Phase I	0.52	1	GWAS	0.0357436999999999	NA	1	oncology	gwas	unsupported target	I
DKK3-D011471	0.225	3	DKK3-D011471	DKK3	D011471	Prostatic Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	137950	D008107	Liver Diseases	OTG	NA	Gamma glutamyl transferase levels	https://genetics.opentargets.org/study/GCST90025966	2021	NA	NA	0.323204778600182	0.52	1	Phase II	0.52	1	GWAS	0.0357436999999999	NA	1	oncology	both	unsupported target	II
DLL3-D001932	0.248	3	DLL3-D001932	DLL3	D001932	Brain Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	TRUE	NA	139008	D000015	Abnormalities, Multiple	OMIM	NA	Spondylocostal dysostosis 1, autosomal recessive, 277300 (3), Autosomal recessive	https://omim.org/entry/602768	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	both	unsupported target	II
DLL3-D005909	0.233	3	DLL3-D005909	DLL3	D005909	Glioblastoma	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	TRUE	NA	139008	D000015	Abnormalities, Multiple	OMIM	NA	Spondylocostal dysostosis 1, autosomal recessive, 277300 (3), Autosomal recessive	https://omim.org/entry/602768	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	gwas	unsupported target	II
DLL3-D008527	0.226	3	DLL3-D008527	DLL3	D008527	Medulloblastoma	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	TRUE	NA	139008	D000015	Abnormalities, Multiple	OMIM	NA	Spondylocostal dysostosis 1, autosomal recessive, 277300 (3), Autosomal recessive	https://omim.org/entry/602768	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	gwas	unsupported target	II
DLL3-D008545	0.252	3	DLL3-D008545	DLL3	D008545	Melanoma	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	TRUE	NA	139008	D000015	Abnormalities, Multiple	OMIM	NA	Spondylocostal dysostosis 1, autosomal recessive, 277300 (3), Autosomal recessive	https://omim.org/entry/602768	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	both	unsupported target	II
DLL3-D013964	0.237	3	DLL3-D013964	DLL3	D013964	Thyroid Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	TRUE	NA	139008	D000015	Abnormalities, Multiple	OMIM	NA	Spondylocostal dysostosis 1, autosomal recessive, 277300 (3), Autosomal recessive	https://omim.org/entry/602768	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	both	unsupported target	II
DLL3-D055752	0.226	3	DLL3-D055752	DLL3	D055752	Small Cell Lung Carcinoma	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	139008	D000015	Abnormalities, Multiple	OMIM	NA	Spondylocostal dysostosis 1, autosomal recessive, 277300 (3), Autosomal recessive	https://omim.org/entry/602768	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	oncology	both	unsupported target	II
DLL4-D001650	0.218	3	DLL4-D001650	DLL4	D001650	Bile Duct Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	139016	D004476	Ectodermal Dysplasia	OMIM	NA	Adams-Oliver syndrome 6, 616589 (3), Autosomal dominant	https://omim.org/entry/605185	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	oncology	both	unsupported target	II
DLL4-D002289	0.225	3	DLL4-D002289	DLL4	D002289	Carcinoma, Non-Small-Cell Lung	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	TRUE	NA	139016	D004476	Ectodermal Dysplasia	OMIM	NA	Adams-Oliver syndrome 6, 616589 (3), Autosomal dominant	https://omim.org/entry/605185	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	both	unsupported target	II
DLL4-D009369	0.312	3	DLL4-D009369	DLL4	D009369	Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	139016	D004476	Ectodermal Dysplasia	OMIM	NA	Adams-Oliver syndrome 6, 616589 (3), Autosomal dominant	https://omim.org/entry/605185	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	oncology	gwas	unsupported target	II
DLL4-D010051	0.231	3	DLL4-D010051	DLL4	D010051	Ovarian Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	139016	D004476	Ectodermal Dysplasia	OMIM	NA	Adams-Oliver syndrome 6, 616589 (3), Autosomal dominant	https://omim.org/entry/605185	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	oncology	gwas	unsupported target	II
DLL4-D010190	0.231	3	DLL4-D010190	DLL4	D010190	Pancreatic Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	TRUE	NA	139016	D004476	Ectodermal Dysplasia	OMIM	NA	Adams-Oliver syndrome 6, 616589 (3), Autosomal dominant	https://omim.org/entry/605185	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	gwas	unsupported target	II
DLL4-D010534	0.216	3	DLL4-D010534	DLL4	D010534	Peritoneal Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	TRUE	NA	139016	D004476	Ectodermal Dysplasia	OMIM	NA	Adams-Oliver syndrome 6, 616589 (3), Autosomal dominant	https://omim.org/entry/605185	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	omim/tcga	unsupported target	II
